date,game,away,home,startTime,eventTicker,marketTicker,marketTitle,mappedOutcome,yesBid,yesAsk,noBid,noAsk,midPrice,lastPrice,kalshiVF,executablePriceUsed,modelProb,rawEdgeVsVF,rawEdgeVsExecutable,calibratedEdgeVsExecutable,maxBetPrice,priceSnapshotTimestamp,mappingConfidence,eligibilityStatus,reasonCodes
2026-09-09,AZ@KC,AZ,KC,7:40 PM ET,KXMLBF5-26SEP091940AZKC,KXMLBF5-26SEP091940AZKC-AZ,F5 AWAY wins — AZ@KC,away,43.0,44.0,56.0,57.0,43.5,43.0,43.5,44.0,,,,,44.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,AZ@KC,AZ,KC,7:40 PM ET,KXMLBF5-26SEP091940AZKC,KXMLBF5-26SEP091940AZKC-KC,F5 HOME wins — AZ@KC,home,40.0,41.0,59.0,60.0,40.5,41.0,40.5,41.0,,,,,41.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,AZ@KC,AZ,KC,7:40 PM ET,KXMLBF5-26SEP091940AZKC,KXMLBF5-26SEP091940AZKC-TIE,F5 TIE wins — AZ@KC,tie,15.0,16.0,84.0,85.0,15.5,15.0,15.5,16.0,,,,,16.0,2026-09-09T19:04:13Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,CHC@MIL,CHC,MIL,7:40 PM ET,KXMLBF5-26SEP091940CHCMIL,KXMLBF5-26SEP091940CHCMIL-CHC,F5 AWAY wins — CHC@MIL,away,37.0,38.0,62.0,63.0,37.5,38.0,37.5,38.0,,,,,38.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,CHC@MIL,CHC,MIL,7:40 PM ET,KXMLBF5-26SEP091940CHCMIL,KXMLBF5-26SEP091940CHCMIL-MIL,F5 HOME wins — CHC@MIL,home,45.0,46.0,54.0,55.0,45.5,46.0,45.5,46.0,,,,,46.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,CHC@MIL,CHC,MIL,7:40 PM ET,KXMLBF5-26SEP091940CHCMIL,KXMLBF5-26SEP091940CHCMIL-TIE,F5 TIE wins — CHC@MIL,tie,16.0,17.0,83.0,84.0,16.5,17.0,16.5,17.0,,,,,17.0,2026-09-09T19:04:13Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,CIN@LAD,CIN,LAD,10:10 PM ET,KXMLBF5-26SEP092210CINLAD,KXMLBF5-26SEP092210CINLAD-CIN,F5 AWAY wins — CIN@LAD,away,23.0,24.0,76.0,77.0,23.5,24.0,23.5,24.0,29.54,6.04,5.54,1.413,24.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,CIN@LAD,CIN,LAD,10:10 PM ET,KXMLBF5-26SEP092210CINLAD,KXMLBF5-26SEP092210CINLAD-LAD,F5 HOME wins — CIN@LAD,home,61.0,62.0,38.0,39.0,61.5,62.0,61.5,62.0,,,,,62.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,CIN@LAD,CIN,LAD,10:10 PM ET,KXMLBF5-26SEP092210CINLAD,KXMLBF5-26SEP092210CINLAD-TIE,F5 TIE wins — CIN@LAD,tie,13.0,14.0,86.0,87.0,13.5,15.0,13.5,14.0,,,,,14.0,2026-09-09T19:04:13Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,CLE@BAL,CLE,BAL,6:35 PM ET,KXMLBF5-26SEP091835CLEBAL,KXMLBF5-26SEP091835CLEBAL-CLE,F5 AWAY wins — CLE@BAL,away,42.0,43.0,57.0,58.0,42.5,43.0,42.5,43.0,,,,,43.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,CLE@BAL,CLE,BAL,6:35 PM ET,KXMLBF5-26SEP091835CLEBAL,KXMLBF5-26SEP091835CLEBAL-BAL,F5 HOME wins — CLE@BAL,home,41.0,42.0,58.0,59.0,41.5,41.0,41.5,42.0,,,,,42.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,CLE@BAL,CLE,BAL,6:35 PM ET,KXMLBF5-26SEP091835CLEBAL,KXMLBF5-26SEP091835CLEBAL-TIE,F5 TIE wins — CLE@BAL,tie,14.0,15.0,85.0,86.0,14.5,15.0,14.5,15.0,,,,,15.0,2026-09-09T19:04:13Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,COL@NYY,COL,NYY,7:05 PM ET,KXMLBF5-26SEP091905COLNYY,KXMLBF5-26SEP091905COLNYY-COL,F5 AWAY wins — COL@NYY,away,27.0,29.0,71.0,73.0,28.0,0.0,28.0,29.0,,,,,29.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,COL@NYY,COL,NYY,7:05 PM ET,KXMLBF5-26SEP091905COLNYY,KXMLBF5-26SEP091905COLNYY-NYY,F5 HOME wins — COL@NYY,home,56.0,58.0,42.0,44.0,57.0,57.0,57.0,58.0,,,,,58.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,COL@NYY,COL,NYY,7:05 PM ET,KXMLBF5-26SEP091905COLNYY,KXMLBF5-26SEP091905COLNYY-TIE,F5 TIE wins — COL@NYY,tie,13.0,15.0,85.0,87.0,14.0,14.0,14.0,15.0,,,,,15.0,2026-09-09T19:04:13Z,high,TIE_PRESENT,F5_MARKET_MAPPED_CONFIDENTLY
2026-09-09,HOU@PHI,HOU,PHI,6:40 PM ET,KXMLBF5-26SEP091840HOUPHI,KXMLBF5-26SEP091840HOUPHI-HOU,F5 AWAY wins — HOU@PHI,away,33.0,34.0,66.0,67.0,33.5,34.0,33.5,34.0,,,,,34.0,2026-09-09T19:04:13Z,high,ELIGIBLE,F5_MARKET_MAPPED_CONFIDENTLY
